Fort Pierce;42645;41852;1.9%;41590;8.2%;25.9%;15.2%;50.7%;45.3%;40.9%;0.6%;0.9%;0.1%;2.7%;21.6%;35.2%;81.3%;19.7%;26.2%;68.7%;12.8%;3043;21.8;21357;49.7%;52.1%;$120,300;15170;2.73;$16,782;$30,869;30.2%;Fort Pierce;3651;S;F;S;F;6.7%;33.2%;145810;130069;966675;$23,360;97655;Fort Pierce;20.57;2021.9;24300;St. Lucie County
Port Saint Lucie;168716;164640;2.5%;164603;6.2%;24.4%;15.8%;51.4%;74.3%;16.3%;0.4%;2.0%;0.1%;3.0%;18.4%;61.6%;82.4%;17.6%;23.2%;86.2%;18.0%;13630;31.2;70877;78.0%;7.5%;$167,600;57006;2.8;$22,557;$49,310;12.6%;Port St. Lucie;15752;13.4%;S;S;F;17.6%;32.8%;408373;108865;2177309;$14,496;127476;Port St. Lucie;113.95;1444.5;58715;St. Lucie County
Starke;5405;5446;-0.8%;5449;8.0%;23.6%;18.9%;53.1%;65.8%;29.2%;0.3%;1.1%;Z;2.6%;3.8%;63.3%;89.9%;2.6%;2.8%;75.7%;10.3%;618;22;2492;63.7%;19.1%;$109,200;2106;2.48;$17,621;$35,909;27.7%;Starke;1081;S;F;F;F;S;S;NA;12550;186270;$31,673;D;Starke;7.21;755.5;68525;Bradford County
The Villages;X;X;X;51442;0.1%;0.3%;69.8%;53.2%;98.2%;0.6%;0.1%;0.7%;Z;0.3%;1.5%;96.9%;91.1%;5.4%;4.4%;94.3%;30.7%;12418;22;35587;96.8%;0.3%;$219,400;25515;1.79;$34,055;$51,234;3.7%;The Villages;2047;F;F;F;F;S;33.9%;NA;4948;160323;NA;23852;The Villages;30.81;1669.8;71625;Sumter County
Wildwood;6788;6709;1.2%;6709;4.9%;17.3%;32.3%;52.6%;74.7%;21.0%;0.4%;1.1%;Z;1.5%;5.6%;70.9%;75.1%;6.6%;5.4%;85.8%;17.4%;1097;20.3;4464;78.3%;11.9%;$97,200;2851;2.25;$21,037;$37,796;26.0%;Wildwood;F;F;F;F;F;F;F;NA;NA;NA;NA;NA;Wildwood;35.96;186.6;77675;Sumter County
Live Oak;6919;6850;1.0%;6850;8.8%;26.6%;15.8%;51.0%;54.4%;35.0%;0.5%;1.0%;0.1%;2.4%;16.2%;46.6%;72.2%;8.4%;11.9%;76.3%;10.2%;570;18.5;2951;52.9%;18.4%;$85,000;2623;2.42;$16,563;$30,048;24.2%;Live Oak;821;9.6%;F;S;F;F;18.5%;NA;50053;187511;$26,347;27958;Live Oak;7.57;904.6;40875;Suwannee County
Perry;7003;7006;Z;7017;8.0%;25.0%;16.1%;53.4%;55.0%;40.1%;0.5%;1.4%;Z;2.1%;2.2%;54.2%;88.6%;2.5%;3.2%;80.6%;13.3%;636;15.2;3115;78.5%;9.5%;$87,400;2322;2.95;$16,995;$30,969;28.7%;Perry;702;F;F;S;F;F;S;D;D;198904;$29,634;15508;Perry;9.38;748;56150;Taylor County
Lake Butler;X;X;X;15400;6.1%;29.9%;7.9%;50.7%;79.9%;6.6%;0.2%;9.4%;Z;2.3%;11.2%;70.9%;82.7%;17.1%;20.6%;95.6%;63.5%;837;26.3;5875;88.8%;7.3%;$634,300;5208;3.08;$60,879;$130,976;1.9%;Lake Butler;F;F;F;F;F;F;F;NA;NA;NA;NA;NA;Lake Butler;12.22;1260.7;37648;Orange County
Daytona Beach;62035;61005;1.7%;61005;5.2%;15.8%;18.5%;50.0%;57.8%;35.4%;0.4%;2.3%;Z;2.3%;6.2%;54.4%;78.1%;9.9%;12.3%;84.5%;21.1%;6460;19.7;33920;49.8%;45.6%;$150,200;25923;2.18;$19,108;$29,533;29.0%;Daytona Beach;6034;10.4%;F;3.7%;F;S;S;316341;447804;1810604;$28,168;337122;Daytona Beach;58.41;1044.4;16525;Volusia County
DeBary;19319;19315;Z;19320;4.7%;18.8%;22.4%;51.6%;90.5%;4.0%;0.3%;1.9%;Z;1.8%;9.1%;83.7%;90.7%;5.5%;8.5%;90.7%;26.5%;2677;29.3;8978;86.4%;3.5%;$208,100;7836;2.44;$29,453;$58,963;4.4%;DeBary;2059;S;F;S;S;S;33.2%;NA;29953;65900;$4,011;7787;DeBary;18.97;1018.7;16675;Volusia County
DeLand;27447;27029;1.5%;27031;6.2%;21.0%;20.4%;54.6%;74.5%;17.1%;0.3%;1.9%;0.1%;2.3%;12.7%;67.0%;77.2%;7.6%;13.0%;87.7%;25.6%;2204;24.4;12610;60.6%;33.8%;$167,900;9947;2.4;$21,048;$36,527;20.7%;DeLand;2601;6.2%;F;S;F;3.0%;25.3%;403145;99506;674765;$25,181;57745;DeLand;17.6;1536.1;16875;Volusia County
Deltona;85442;85182;0.3%;85182;6.2%;25.2%;13.0%;51.3%;76.7%;10.9%;0.5%;1.3%;0.1%;3.6%;30.2%;56.9%;89.2%;9.1%;26.2%;84.6%;13.8%;8069;31.3;34089;84.8%;3.8%;$166,000;28862;2.93;$20,864;$50,420;11.4%;Deltona;6291;S;F;S;F;21.6%;28.0%;NA;7593;294309;$3,490;27171;Deltona;37.53;2269.6;17200;Volusia County
Edgewater;20803;20753;0.2%;20750;5.1%;19.2%;22.1%;51.7%;94.1%;2.6%;0.3%;0.9%;Z;1.6%;3.4%;91.4%;85.1%;3.3%;5.4%;88.7%;15.2%;2643;25.2;9929;84.1%;6.3%;$160,000;8230;2.52;$22,985;$45,493;10.2%;Edgewater;2406;S;S;S;F;S;20.9%;144234;36971;123768;$5,750;18676;Edgewater;22.22;934;19825;Volusia County
New Smyrna Beach;22900;22554;1.5%;22464;3.7%;13.9%;31.6%;52.1%;90.8%;5.9%;0.3%;1.1%;Z;1.4%;2.8%;88.8%;83.0%;3.6%;4.8%;91.1%;27.5%;3682;23.1;16847;71.7%;37.4%;$233,800;10516;2.12;$31,013;$49,625;13.0%;New Smyrna Beach;3197;F;F;F;F;S;29.8%;NA;13843;457208;$19,857;60530;New Smyrna Beach;34.64;648.4;48625;Volusia County
Orange City;10813;10847;-0.3%;10599;5.1%;18.4%;29.4%;54.9%;85.7%;6.5%;0.4%;1.5%;Z;2.2%;16.9%;74.1%;84.2%;2.4%;10.8%;85.3%;17.1%;1265;25.4;5917;63.5%;31.9%;$84,500;5115;2;$20,920;$30,712;20.3%;Orange City;1048;F;F;S;F;S;26.5%;NA;33191;430606;$45,461;47114;Orange City;7.08;1497.9;51825;Volusia County
Ormond Beach;38376;38164;0.6%;38137;3.7%;17.2%;27.2%;52.8%;92.2%;3.2%;0.2%;2.3%;Z;1.5%;4.1%;88.9%;90.2%;7.8%;9.9%;93.7%;31.1%;4612;22.3;19576;81.4%;14.5%;$201,300;15997;2.37;$30,697;$48,427;11.7%;Ormond Beach;5173;2.8%;F;S;F;S;24.6%;152761;393742;525729;$13,731;105774;Ormond Beach;31.93;1194.5;53150;Volusia County
Port Orange;56766;56505;0.5%;56048;4.2%;18.1%;22.6%;51.8%;91.3%;3.3%;0.3%;2.2%;Z;1.8%;4.5%;88.1%;86.7%;7.2%;8.3%;89.3%;23.0%;6564;22;27972;77.6%;15.7%;$171,200;23016;2.42;$27,242;$47,763;9.8%;Port Orange;4686;S;F;5.0%;F;5.3%;25.8%;NA;383795;518957;$9,460;70573;Port Orange;26.66;2102.3;58575;Volusia County
DeFuniak Springs;5487;5184;5.8%;5177;8.0%;24.1%;20.2%;53.6%;70.7%;20.4%;0.7%;0.8%;0.3%;2.9%;7.5%;68.7%;81.9%;6.5%;11.8%;78.7%;17.9%;546;23.7;2713;63.3%;14.6%;$127,700;2166;2.31;$15,526;$21,000;29.5%;DeFuniak Springs;F;F;F;F;F;F;F;NA;NA;NA;NA;NA;DeFuniak Springs;13.74;376.7;16800;Walton County
Miramar Beach;X;X;X;6146;4.2%;13.7%;26.7%;52.1%;93.8%;1.1%;0.3%;1.8%;Z;1.5%;4.4%;90.8%;75.9%;8.1%;12.7%;96.8%;44.3%;984;18.3;12385;66.7%;60.8%;$385,800;3277;1.86;$48,762;$64,408;6.7%;Miramar Beach;F;F;F;F;F;F;F;NA;NA;NA;NA;NA;Miramar Beach;6.98;880.3;46000;Walton County
